Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
1/3/20,40.6,41.4,39.9,40,137,800720,32046976.4
1/2/20,41,41.5,40.7,40.7,33,23316,949182.8
12/31/19,41.2,41.2,40.7,40.8,40,85825,3522964.5
12/30/19,41.7,41.7,41,41,26,6140,252371.2
12/27/19,42,42,41.7,41.7,11,4328,181318.2
12/26/19,41.9,42,41.2,41.5,16,12892,535823
12/24/19,41,41.9,40.8,41.9,70,84330,3455606.1
12/23/19,41.5,41.5,40.8,41,26,37802,1555447
12/20/19,41,41.5,40.8,41,25,400999,16414744.6
12/20/19,41,41.5,40.8,41,25,400999,16414744.6
12/19/19,42,42,41,41,31,85827,3525868.4
12/18/19,42,42,41,41.4,17,58372,2404459.7
12/17/19,41.4,41.5,41,41,39,46426,1904410.4
12/16/19,40.7,40.9,40.4,40.8,47,134880,5479572.6
12/13/19,40.5,41,40.5,40.9,43,25147,1023154
12/12/19,40.8,40.8,40.1,40.4,32,191290,7689464.3
12/10/19,40.1,40.9,40,40.1,57,87599,3526156.9
12/9/19,41,41,40,40.4,72,1374237,55027718.7
12/6/19,41.8,41.8,40.9,41,123,1052578,43182631.2
12/5/19,42.6,42.6,41.8,42,63,77601,3263571.5
12/4/19,43,43,42.6,42.8,56,1892244,81053022
12/3/19,43,43.2,42.6,43,315,2680519,115260100.4
12/2/19,43,43,42,42.4,34,74155,3146929.7
11/29/19,42.6,43.2,42.6,42.8,48,95498,4093924.3
11/28/19,44,44.5,43,43,128,596932,26108707.5
11/27/19,43,43,42.1,43,27,76793,3295541.5
11/26/19,42.1,43,42,43,70,119842,5120730.3
11/25/19,43,43,42.1,42.2,40,57046,2444288.6
11/22/19,43.8,43.8,43,43,33,78010,3385559.8
11/21/19,43.3,43.9,43.3,43.9,55,308963,13516313
11/20/19,43.5,44,43.5,43.7,102,719761,31562157.6
11/19/19,44.5,44.5,43.4,43.9,123,685237,30097264.8
11/18/19,44,44.5,43.4,44.2,273,3735452,164866854.7
11/15/19,43,43.2,42.7,43,75,172297,7398279.7
11/14/19,43,43.1,42.6,42.7,50,135577,5810003.2
11/13/19,43,43.1,42.5,42.9,85,511738,21995733.9
11/8/19,42.5,42.9,42.2,42.6,49,30370,1291713.4
11/7/19,42.8,42.8,42.1,42.3,44,12572,533817
11/6/19,43.5,43.5,42.5,42.8,57,57619,2475591.9
11/5/19,41.8,44.3,41.8,43.6,361,1241197,53627915.2
